Date,1-3-BDE,1-Butene,Acetylene,,C2H5SH,,C3-Lighter,,C5-C6 Plus,CH3SH,,cis-2-Butene,Cl,CO,CO2,,COS,CS2,Cu Strip @37.8oC,Density @15C,DES,DMS,Ethane,Ethylene,H2,H2S,i-Butane,"i-Butane,n-Butane",i-Butylene,i-Butyl Mercaptan,i-C3H7SH,i-Pentane,MA,Mercaptan,MES,Methane,N2,n-Butane,N-Butyl Mercaptan,n-Pentane,O2,"Pentane,Heavier",Propadiene,Propane,Propylene,sec-Butyl Mercaptan,SO2,Sp.Gr. @60/60F,Tert-Butyl Mercaptan,Thiophene,Total Cl,Total Cl,trans-2-Butene
10/23/2019 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.7,0.1,0.1,,29.2,52,0.6,,,,0.1,,,0.1,0.1,22.8,,,,5,0.1,35.1,0.2,,,,,,,,0.1
10/28/2019 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2019 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,5.3,0.1,0.1,,32.9,60.8,0.6,,,,0.1,,,0.1,0.1,27.9,,,,3.3,0.1,29.3,0.2,,,,,,,,0.2
11/4/2019 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2019 20:00,0.1,0.2,0.1,,,,,,,,,0.2,,0.1,0.1,,,,,,,,8.9,0.1,0.1,,27,51.5,0.9,,,,0.1,,,0.2,0.1,24.5,,,,3,0.1,34.5,0.3,,,,,,,,0.3
11/11/2019 20:00,,,,,,,,,,,,,,,,,,,No. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2019 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.5,0.1,0.1,,31.8,59.7,0.7,,,,0.1,,,0.2,0.1,27.9,,,,1,0.1,31.3,0.2,,,,,,,,0.2
11/18/2019 20:00,,,,,,,,,,,,,,,,,,,No. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2019 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,5,0.1,0.1,,39,60,0.7,,,,0.1,,,0.1,0.1,21,,,,0.1,0.1,33.7,0.2,,,0.5428,,,,,0.1
11/20/2019 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,5.9,0.1,0.1,,33,60.4,0.7,,,,0.1,,,0.1,0.1,27.4,,,,1.8,0.1,30.5,0.2,,,,,,,,0.2
11/25/2019 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,5.3,0.1,0.1,,30.6,56.6,0.6,,,,0.1,,,0.1,0.1,26,,,,6.4,0.1,30.4,0.2,,,,,,,,0.2
12/2/2019 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2019 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,9.7,0.1,0.1,,24.7,43.6,0.5,,,,0.1,,,0.2,0.1,18.9,,,,4.2,0.1,41.3,0.2,,,,,,,,0.1
12/9/2019 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2019 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,5.2,0.1,0.1,,30.2,55.6,0.6,,,,0.1,,,0.1,0.1,25.4,,,,6.6,0.1,31.3,0.2,,,,,,,,0.2
12/16/2019 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2019 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.4,0.1,0.1,,27.1,50.3,0.6,,,,0.1,,,0.1,0.1,23.2,,,,6.2,0.1,35.8,0.2,,,,,,,,0.2
12/21/2019 09:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,7.3,0.1,0.1,,31.6,52.4,0.5,,,,0.1,,,0.2,0.1,20.8,,,,0.4,0.1,38.7,0.2,,,,,,,,0.1
12/23/2019 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2019 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.5,0.1,0.1,,32,55.5,0.6,,,,0.1,,,0.1,0.1,23.5,,,,0.2,0.1,36.6,0.2,,,,,,,,0.1
12/27/2019 10:00,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,
1/1/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,7.4,0.1,0.1,,29.5,53.1,0.6,,,,0.1,,,0.2,0.1,23.6,,,,1.6,0.1,36.6,0.2,,,,,,,,0.1
1/8/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,4.5,0.1,0.1,,45.2,60.6,0.7,,,,0.1,,,0.1,0.1,15.4,,,,0.1,0.1,33.7,0.2,,,,,,,,0.1
1/15/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,4.9,0.1,0.1,,37.5,53.7,0.7,,,,0.1,,,0.1,0.1,16.2,,,,0.1,0.1,40.3,0.2,,,,,,,,0.1
1/22/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,13.9,0.1,0.1,,28.6,37,0.4,,,,0.1,,,0.7,0.1,8.4,,,,0.1,0.1,47.7,0.2,,,,,,,,0.1
2/12/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,9.5,0.1,0.1,,30.3,50.1,0.7,,,,0.1,,,0.5,0.1,19.8,,,,0.1,0.1,38.8,0.2,,,,,,,,0.1
2/12/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2020 19:33,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.8,0.1,0.1,,30.8,54.9,0.6,,,,0.1,,,0.2,0.1,24.1,,,,0.4,0.1,36.5,0.2,,,,,,,,0.2
2/19/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2020 09:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2020 20:00,,,,,,,,,,,,,,,,,,,No. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2020 20:00,,,,,,,,,,,,,,,,,,,No. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2020 20:00,0.1,0.2,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.4,0.1,0.1,,30.9,58.6,0.8,,,,0.1,,,0.2,0.1,27.7,,,,0.1,0.1,33.3,0.2,,,,,,,,0.2
2/26/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/29/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2020 20:30,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,4.6,0.1,0.1,,34,67.7,0.8,,,,0.1,,,0.1,0.1,33.7,,,,0.1,0.1,26.2,0.2,,,,,,,,0.2
3/6/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,7.5,0.1,0.1,,29.9,55.7,0.7,,,,0.1,,,0.2,0.1,25.8,,,,1.2,0.1,34.1,0.2,,,,,,,,0.2
3/13/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2020 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2020 16:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2020 16:00,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,
3/16/2020 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,
3/16/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2020 11:30,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,4.9,0.1,0.1,,32.1,62.9,0.7,,,,0.1,,,0.1,0.1,30.8,,,,0.7,0.1,30.1,0.2,,,,,,,,0.2
3/20/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020 10:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.2,,0.1,0.1,,,,,,,,1.7,0.1,0.1,,36,73,0.9,,,,0.1,,,0.1,0.1,37,,,,4.1,0.1,19.7,0.1,,,,,,,,0.2
3/27/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2020 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2020 20:00,,,,,,,,,,,,,,,,,,,No. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2020 10:40,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2020 20:00,0.1,0.2,0.1,,,,,,,,,0.2,,0.1,0.1,,,,,,,,5,0.1,0.1,,31.1,58.2,0.8,,,,0.1,,,0.1,0.1,27.1,,,,2.5,0.1,32.6,0.2,,,,,,,,0.2
4/3/2020 20:00,,,,,,,,,,,,,,,,,,,No. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2020 01:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.1,0.1,0.1,,29.3,56.2,0.6,,,,0.1,,,0.1,0.1,26.9,,,,1.2,0.1,35.2,0.2,,,,,,,,0.2
4/10/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 08:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 20:00,0.1,0.2,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,4,0.1,0.1,,34,64.8,0.9,,,,0.1,,,0.1,0.1,30.8,,,,0.1,0.1,29.5,0.2,,,,,,,,0.2
4/17/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020 10:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020 20:00,0.1,0.2,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,4,0.1,0.1,,37.6,63.7,0.8,,,,0.1,,,0.1,0.1,26.1,,,,0.1,0.1,30.9,0.2,,,,,,,,0.1
4/24/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020 16:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,4.6,0.1,0.1,,35.5,65.3,0.8,,,,0.1,,,0.1,0.1,29.8,,,,0.1,0.1,28.6,0.2,,,,,,,,0.2
5/1/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.1,0.1,0.1,,29.4,52.7,0.6,,,,0.1,,,0.1,0.1,23.3,,,,5.3,0.1,34.7,0.2,,,,,,,,0.1
5/8/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,4.2,0.1,0.1,,40.8,64.9,0.9,,,,0.1,,,0.1,0.1,24.1,,,,0.1,0.1,29.6,0.2,,,,,,,,0.1
5/15/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2020 20:00,0.1,0.2,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,5.6,0.1,0.1,,29.5,58.3,0.8,,,,0.1,,,0.2,0.1,28.8,,,,2.1,0.1,32.5,0.2,,,,,,,,0.1
5/21/2020 20:00,0.1,0.2,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,5.6,0.1,0.1,,29.5,58.3,0.8,,,,0.1,,,0.2,0.1,28.8,,,,2.1,0.1,32.5,0.2,,,0.5456,,,,,0.1
5/22/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2020 20:00,0.1,0.2,0.1,,,,,,,,,0.2,,0.1,0.1,,,,,,,,4.4,0.1,0.1,,32.4,59,0.8,,,,0.1,,,0.1,0.1,26.6,,,,2.5,0.1,32.4,0.2,,,,,,,,0.2
5/29/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.1,0.1,0.1,,28.6,52.2,0.7,,,,0.1,,,0.1,0.1,23.6,,,,2.4,0.1,37.9,0.2,,,,,,,,0.2
6/5/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,5.9,0.1,0.1,,26.7,50.6,0.7,,,,0.1,,,0.1,0.1,23.9,,,,4.2,0.1,37.9,0.2,,,,,,,,0.2
6/12/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2020 10:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,5.1,0.1,0.1,,30.7,55.4,0.6,,,,0.1,,,0.1,0.1,24.7,,,,1.9,0.1,36.3,0.2,,,,,,,,0.2
6/19/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.3,0.1,0.1,,28.7,51.8,0.6,,,,0.1,,,0.1,0.1,23.1,,,,1.5,0.1,39.2,0.2,,,,,,,,0.1
6/26/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,5.1,0.1,0.1,,33.3,63.1,0.8,,,,0.1,,,0.1,0.1,29.8,,,,1.2,0.1,29.1,0.2,,,,,,,,0.2
7/3/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.7,0.1,0.1,,33.3,57.3,0.7,,,,0.1,,,0.1,0.1,24,,,,0.7,0.1,34,0.2,,,,,,,,0.2
7/10/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2020 23:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/13/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,8,0.1,0.1,,28.1,50.4,0.6,,,,0.1,,,0.2,0.1,22.3,,,,3.1,0.1,37.1,0.2,,,,,,,,0.2
7/17/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,6.8,0.1,0.1,,33.2,58.8,0.8,,,,0.1,,,0.1,0.1,25.6,,,,0.1,0.1,33.1,0.2,,,,,,,,0.1
7/24/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2020 20:30,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,7,0.1,0.1,,30.1,55.3,0.7,,,,0.1,,,0.1,0.1,25.2,,,,0.5,0.1,35.9,0.2,,,,,,,,0.2
7/31/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2020 20:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2020 20:00,0.1,0.1,0.1,,,,,,,,,0.1,,0.1,0.1,,,,,,,,4.8,0.1,0.1,,27,50,0.6,,,,0.1,,,0.1,0.1,23,,,,6.3,0.1,38,0.2,,,,,,,,0.1
8/7/2020 07:00,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,
8/7/2020 07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,
8/7/2020 20:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2020 07:00,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,
8/10/2020 07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,
